attack,defense,hp,icon_url,name,sp_atk,sp_def,speed,total,type
423,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png,Arctibax,95,66,45,423,"Dragon,Ice"
600,115,,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png,Baxcalibur,145,92,75,600,"Dragon,Ice"
300,45,,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png,Gimmighoul,30,70,75,300,Ghost
300,45,,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png,Gimmighoul,30,25,75,300,Ghost
550,87,,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png,Gholdengo,60,95,133,550,"Steel,Ghost"
570,85,,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png,Wo-Chien,85,100,95,570,"Dark,Grass"
570,80,,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png,Chien-Pao,120,80,90,570,"Dark,Ice"
570,155,,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png,Ting-Lu,110,125,55,570,"Dark,Ground"
570,55,,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png,Chi-Yu,80,80,135,570,"Dark,Fire"
590,105,,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png,Roaring Moon,139,71,55,590,"Dragon,Dark"
590,74,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png,Iron Valiant,130,90,120,590,"Fairy,Fighting"
670,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png,Koraidon,135,115,85,670,"Fighting,Dragon"
670,100,,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png,Miraidon,85,100,135,670,"Electric,Dragon"
590,99,,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png,Walking Wake,83,91,125,590,"Water,Dragon"
590,90,,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png,Iron Leaves,130,88,70,590,"Grass,Psychic"
